seed,dimension,family,trial,translation_error,relative_error,additive_control_shift
0,2,simplex,2,1.3322676295501878e-15,2.6645352591003757e-15,2.5590799801269757
0,2,simplex,3,1.7763568394002505e-15,0.0,0.041228442525657716
0,2,simplex,4,1.7763568394002505e-15,0.0,0.04382201895803206
0,2,simplex,5,0.0,0.0,1.078791530274195
0,2,simplex,6,8.881784197001252e-16,8.881784197001252e-16,4.030428313876072
0,2,simplex,7,1.7763568394002505e-15,1.7763568394002505e-15,1.8070134305219412
0,2,simplex,8,0.0,1.7763568394002505e-15,0.89263019195627
0,2,simplex,9,1.7763568394002505e-15,1.7763568394002505e-15,1.7472355161557225
0,2,simplex,10,4.440892098500626e-16,0.0,0.3761255321204846
0,2,simplex,11,1.7763568394002505e-15,0.0,1.6143092361857896
0,2,simplex,12,0.0,1.7763568394002505e-15,2.0847616402670077
0,2,simplex,13,8.881784197001252e-16,0.0,3.0271102128166767
0,2,simplex,14,4.440892098500626e-16,1.3322676295501878e-15,2.0684705962133556
0,2,simplex,15,0.0,8.881784197001252e-16,2.696982802837532
0,2,simplex,16,3.552713678800501e-15,1.7763568394002505e-15,1.540914387288609
0,2,simplex,17,8.881784197001252e-16,0.0,0.2845009616468346
0,2,simplex,18,3.552713678800501e-15,1.7763568394002505e-15,0.10124907997611388
0,2,simplex,19,8.881784197001252e-16,8.881784197001252e-16,0.02783876981321498
0,2,random,0,4.440892098500626e-16,1.3322676295501878e-15,0.19752366872176452
0,2,random,1,0.0,1.7763568394002505e-15,0.46617389505034623
0,2,random,2,1.7763568394002505e-15,0.0,4.5325511448455345
0,2,random,3,3.1086244689504383e-15,1.3322676295501878e-15,0.4667901515074533
0,2,random,4,1.7763568394002505e-15,8.881784197001252e-16,0.10315396892292483
0,2,random,5,8.881784197001252e-16,4.440892098500626e-16,0.13847393337600877
0,2,random,6,8.881784197001252e-16,0.0,0.8808327013148158
0,2,random,7,0.0,0.0,0.04520343227757451
0,2,random,8,3.552713678800501e-15,1.7763568394002505e-15,1.7330702981693484
0,2,random,9,3.552713678800501e-15,0.0,0.07568158711624307
0,2,random,10,3.552713678800501e-15,8.881784197001252e-16,2.720406161604984
0,2,random,11,8.881784197001252e-16,8.881784197001252e-16,0.9753960614082331
0,2,random,12,1.7763568394002505e-15,0.0,0.18606341522750824
0,2,random,13,0.0,8.881784197001252e-16,2.2840066568457544
0,2,random,14,1.7763568394002505e-15,0.0,1.7811473251701795
0,2,random,15,1.5543122344752192e-15,2.220446049250313e-16,1.495475611993701
0,2,random,16,3.552713678800501e-15,3.552713678800501e-15,1.2205892704072596
0,2,random,17,1.7763568394002505e-15,6.661338147750939e-16,2.344139812413424
0,2,random,18,0.0,0.0,1.1596189678970248
0,2,random,19,2.220446049250313e-15,4.440892098500626e-16,4.700427603221161
0,3,simplex,0,0.0,1.7763568394002505e-15,5.952513458426715
0,3,simplex,1,8.881784197001252e-16,6.661338147750939e-16,2.2125152464431146
0,3,simplex,2,3.552713678800501e-15,1.7763568394002505e-15,7.436862127717134
0,3,simplex,3,1.7763568394002505e-15,1.7763568394002505e-15,1.2464262614691393
0,3,simplex,4,4.884981308350689e-15,2.220446049250313e-15,2.979088057106857
0,3,simplex,5,1.7763568394002505e-15,3.552713678800501e-15,2.082654127869354
0,3,simplex,6,8.881784197001252e-16,8.881784197001252e-16,1.6728924822728608
0,3,simplex,7,0.0,1.7763568394002505e-15,0.9267683590750089
0,3,simplex,8,1.7763568394002505e-15,0.0,1.0930112193964128
0,3,simplex,9,3.552713678800501e-15,5.329070518200751e-15,1.2285865190801886
0,3,simplex,10,1.3322676295501878e-15,1.3322676295501878e-15,3.0622279374986405
0,3,simplex,11,2.6645352591003757e-15,3.552713678800501e-15,0.6980775287663601
0,3,simplex,12,0.0,0.0,5.499234252606875
0,3,simplex,13,6.661338147750939e-16,1.5543122344752192e-15,2.6536617873567856
0,3,simplex,14,0.0,0.0,6.443891655346317
0,3,simplex,15,1.3322676295501878e-15,2.220446049250313e-15,3.039184283094798
0,3,simplex,16,1.7763568394002505e-15,8.881784197001252e-16,0.4924779929269576
